ID|Kraj|Kod|Miasto|Ulica|NrDomu|NrLokalu|Wojewodztwo|Powiat|Gmina
A1895483|PL|20-631|Lublin|ul. Balcera[Pana Balcera]|6|110|LUBELSKIE[]|Lublin[]|Lublin[]
A1895703|PL|33-132[33-131]|Ilkowice|ul. św. Floriana[Floriana]|33||MAŁOPOLSKIE[]|tarnowski[]|Żabno[]
A1895890|PL|41-948|Piekary Śląskie|ul. Władysława  Sikorskiego[Generała Sikorskiego]|1||ŚLĄSKIE|Piekary Śląskie|Piekary Śląskie
A1895891|PL|32-555|Zagórze|ul. marsz. Józefa  Piłsudskiego[M. J. Piłsudskiego]|173||MAŁOPOLSKIE[]|chrzanowski[]|Babice[]
A1895954|PL|34-324|Słotwina|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Księdza Jerzego Popiełuszki]|13||ŚLĄSKIE[]|żywiecki[]|Lipowa[]
A1895979|PL|34-350|Cisiec|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Prymasa Stefana Wyszyńskiego]|138||ŚLĄSKIE[]|żywiecki[]|Węgierska Górka[]
A1895982|PL|34-120|Andrychów|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Prymasa Stefana Wyszyńskiego]|22a||MAŁOPOLSKIE[]|wadowicki[]|Andrychów[]
A1896015|PL|39-300|Mielec|ul. Mikołajczyka[Stanisława Mikołajczyka]|11||PODKARPACKIE[]|mielecki[]|Mielec[]
A1896125|PL|30-898|Kraków|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Ks. J. Popiełuszki]|28||MAŁOPOLSKIE|Kraków|Kraków
A1896158|PL|38-211[38-200]|Jabłonica||44 a||PODKARPACKIE[]|jasielski[]|Skołyszyn[]
A1896426|PL|33-100[33-101]|Tarnów|ul. ks. Stanisława  Indyka[Ks. St. Indyka]|6|41|MAŁOPOLSKIE[]|Tarnów[]|Tarnów[]
A1897100|PL|43-200|Pszczyna|ul. dr Maksymiliana  Cichego[Maksymiliana Cichego]|1||ŚLĄSKIE|pszczyński|Pszczyna
A1897926|PL|32-744[32-745]|Moszczenica||45||MAŁOPOLSKIE[]|bocheński[]|Bochnia[]
A1898004|PL|31-999|Kraków|ul. Józefa  Sawy Calińskiego[Józefa Sawy-Calińskiego]|9||MAŁOPOLSKIE|Kraków|Kraków
A1898046|PL|32-551|Jankowice|ul. ks. Hugona  Kołłątaja[Hugo Kołłątaja]|24||MAŁOPOLSKIE|chrzanowski|Babice
A1898717|PL|02-972|Warszawa|ul. kard. prym. Augusta  Hlonda[ul. Prymasa Augusta Hlonda]|10C|U5|MAZOWIECKIE|Warszawa[]|Warszawa[]
A1899936|PL|15-113|Białystok|ul. gen. Władysława  Andersa[gen.Wł.Andersa]|40D||PODLASKIE[]|Białystok[]|Białystok[]
A1900341|PL|31-234|Kraków|ul. Kazimierza  Herwina Piątka[ul. Herwina-Piątka]|19||MAŁOPOLSKIE|Kraków|Kraków
A1900652|PL|32-089|Biały Kościół|ul. św. Floriana[Floriana]|14||MAŁOPOLSKIE[]|krakowski[]|Wielka Wieś[]
A1900788|PL|32-020|Wieliczka|ul. Władysława  Sikorskiego[gen.Władysława Sikorskiego]|4||MAŁOPOLSKIE[]|wielicki[]|Wieliczka[]
A1901142|PL|51-677|Wrocław|ul. płk Francesca  Nulla[płk. Franciszka Nulla]|20|1|DOLNOŚLĄSKIE[]|Wrocław[]|Wrocław[]
A1901151|PL|08-110|Siedlce|ul. ks. Stanisława  Brzóski[Ks.S.Brzóski]|42||MAZOWIECKIE[]|Siedlce[]|Siedlce[]
A1901196|PL|30-644|Kraków|ul. Henryka  Kamieńskiego[gen. Henryka Kamieńskiego]|11||MAŁOPOLSKIE|Kraków|Kraków
A1901611|PL|43-430|Skoczów|ul. Stalmacha[P.Stalmacha]|23||ŚLĄSKIE[]|cieszyński[]|Skoczów[]
A1905285|PL|31-709|Kraków|ul. króla Stanisława Augusta Poniatowskiego[S.A.Poniatowskiego]|13||MAŁOPOLSKIE|Kraków|Kraków
A1905446|PL|15-131|Białystok|ul. króla Władysława II Jagiełły[Wł.Jagiełły]|3||PODLASKIE[]|Białystok[]|Białystok[]
A1905610|PL|20-425|Lublin|ul. Xawerego  Dunikowskiego[Ksawerego Dunikowskiego]|13|49|LUBELSKIE[]|Lublin[]|Lublin[]
A1905728|PL|61-248|Poznań|ul. Stanisława  Zwierzchowskiego[St.Zwierzchowskiego]|15||WIELKOPOLSKIE[]|Poznań[]|Poznań[]
A1906756|PL|32-005|Niepołomice|ul. Stefana  Batorego[St.Batorego]|5||MAŁOPOLSKIE[]|wielicki[]|Niepołomice[]
A1907814|PL|39-451|Skopanie|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Ks.J.Popiełuszki]|19||PODKARPACKIE[]|tarnobrzeski[]|Baranów Sandomierski[]
A1909762|PL|58-112[58-100]|Grodziszcze||75A||DOLNOŚLĄSKIE[]|świdnicki[]|Świdnica[]
A1909959|PL|05-200|Wołomin|ul. Prądzyńskiego[ul.gen. I. Prądzyńskiego]|31||MAZOWIECKIE[]|wołomiński[]|Wołomin[]
A1910208|PL|35-513|Rzeszów|ul. mjr Władysława  Raginisa[ul. kpt. Władysława Raginisa]|4|37|PODKARPACKIE|Rzeszów[]|Rzeszów[]
A1910826|PL|30-053|Kraków|ul. kronikarza Galla  Anonima[Kronikarza Galla]|9|4|MAŁOPOLSKIE|Kraków|Kraków
A1910993|PL|33-100|Tarnów|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kardynała Wyszyńskiego]|16a||MAŁOPOLSKIE[]|Tarnów[]|Tarnów[]
A1911590|PL|65-454|Zielona Góra|ul. gen. Władysława  Sikorskiego[G.Władysława Sikorskiego]|17||LUBUSKIE|Zielona Góra[]|Zielona Góra[]
A1911786|PL|30-053|Kraków|ul. kronikarza Galla  Anonima[Kronikarza Galla]|25||MAŁOPOLSKIE|Kraków|Kraków
A1913338|PL|20-627|Lublin|ul. Michała  Wołodyjowskiego[ul. Pana Wołodyjowskiego]|6|24|LUBELSKIE[]|Lublin[]|Lublin[]
A1913465|PL|32-048|Jerzmanowice|ul. św. papieża Jana Pawła II[ŚWIĘTEGO JANA PAWŁA II]|22||MAŁOPOLSKIE[]|krakowski[]|Jerzmanowice-Przeginia[]
A1913849|PL|31-445|Kraków|ul. płk pil. Stefana  Łaszkiewicza[Płk. Łaszkiewicza]|4|80|MAŁOPOLSKIE|Kraków|Kraków
A1913896|PL|32-085|Giebułtów|ul. Władysława I Hermana[Wł.Hermana]|18||MAŁOPOLSKIE[]|krakowski[]|Wielka Wieś[]
A1913931|PL|75-362|Koszalin|ul. ks. dr Bolesława  Domańskiego[Księdza Bolesława Domańskiego]|10||ZACHODNIOPOMORSKIE[]|Koszalin[]|Koszalin[]
A1914041|PL|31-334|Kraków|ul. króla Władysława I Łokietka[Wł.Łokietka]|158||MAŁOPOLSKIE|Kraków|Kraków
A1915622|PL|33-250[33-240]|Gorzyce||160||MAŁOPOLSKIE[]|tarnowski[]|Żabno[]
A1915625|PL|37-710|Żurawica|ul. gen. Stanisława  Maczka[Gen. S. Maczka]|3|13|PODKARPACKIE[]|przemyski[]|Żurawica[]
A1915686|PL|31-235|Kraków|ul. Stefana  Banacha[S. BANACHA]|39|11|MAŁOPOLSKIE|Kraków|Kraków
A1915828|PL|31-315|Kraków|ul. Eliasza  Radzikowskiego[W. E. Radzikowskiego]|67|60|MAŁOPOLSKIE|Kraków|Kraków
A1915884|PL|36-100|Kolbuszowa|ul. Stanisława  Krzaklewskiego[St. Krzaklewskiego]|1e||PODKARPACKIE[]|kolbuszowski[]|Kolbuszowa[]
A1915991|PL|32-854[32-864]|Doły||193||MAŁOPOLSKIE[]|brzeski[]|Dębno[]
A1916394|PL|37-410|Bieliniec|ul. św. papieża Jana Pawła II[św. Jana Pawła II]|51||PODKARPACKIE[]|niżański[]|Ulanów[]
A1916450|PL|32-340|Wolbrom|os. króla Władysława I Łokietka[os. Wł. Łokietka]|8|7|MAŁOPOLSKIE[]|olkuski[]|Wolbrom[]
A1916459|PL|44-100|Gliwice|ul. księcia Ziemowita[Ziemowita]|6|3|ŚLĄSKIE[]|Gliwice[]|Gliwice[]
A1917005|PL|37-100|Łańcut|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[K. Wyszyńskiego]|45|15|PODKARPACKIE[]|łańcucki[]|Łańcut[]
A1917922|PL|39-120|Sędziszów Małopolski|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kardynała Wyszyńskiego]|27||PODKARPACKIE|ropczycko-sędziszowski|Sędziszów Małopolski
A1919266|PL|43-600|Jaworzno|ul. Stanisławy i Franciszka Mazur[S.F. Mazur]|2|20|ŚLĄSKIE|Jaworzno|Jaworzno
A1919679|PL|82-500|Kwidzyn|ul. Bolka Lolka[Bolka i Lolka]|27||POMORSKIE[]|kwidzyński[]|Kwidzyn[]
A1919720|PL|28-300|Jędrzejów|ul. św. Barbary[ul. Barbary]|42B||ŚWIĘTOKRZYSKIE|jędrzejowski|Jędrzejów
A1919779|PL|32-823|Szczepanów|ul. ks. Stanisława  Stojałowskiego[ks.s.stojałowskiego]|25||MAŁOPOLSKIE[]|brzeski[]|Brzesko[]
A1919950|PL|32-046[32-043]|Nowa Wieś||110|110|MAŁOPOLSKIE[]|krakowski[]|Skała[]
A1920059|PL|32-046[32-043]|Nowa Wieś||10||MAŁOPOLSKIE[]|krakowski[]|Skała[]
A1920127|PL|38-400[38-458]|Krosno||239|239|PODKARPACKIE[]|Krosno[]|Krosno[]
A1920249|PL|32-555|Zagórze|ul. marsz. Józefa  Piłsudskiego[M.J.Piłsudskiego]|157A||MAŁOPOLSKIE[]|chrzanowski[]|Babice[]
A1920860|PL|26-610[26-600]|Radom|ul. ks. prof. Włodzimierza  Sedlaka[KS. SEDLAKA]|4/6/8|13|MAZOWIECKIE[]|Radom[]|Radom[]
A1921918|PL|37-100|Łańcut|os. Władysława  Sikorskiego[os.gen.Wł.Sikorskiego]|4||PODKARPACKIE[]|łańcucki[]|Łańcut[]
A1922619|PL|40-132|Katowice|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kard. Stefana Wyszyńskiego]|13|10|ŚLĄSKIE[]|Katowice[]|Katowice[]
A1923123|PL|!43-316[43-300]|Bielsko-Biała|al. gen. Władysława  Andersa[al.gen.Wł.Andersa]|615||ŚLĄSKIE[]|Bielsko-Biała[]|Bielsko-Biała[]
A1924583|PL|52-116|Iwiny|ul. św. Judy Tadeusza[JUDY TADEUSZA]|124||DOLNOŚLĄSKIE|wrocławski|Siechnice
A1926160|PL|31-866|Kraków|ul. płk pil. Stanisława  Skarżyńskiego[S. SKARŻYŃSKIEGO]|2/II|201|MAŁOPOLSKIE|Kraków|Kraków
A1926265|PL|66-470|Kostrzyn nad Odrą|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[kard.Stefana Wyszyńskiego]|34B||LUBUSKIE[]|gorzowski[]|Kostrzyn nad Odrą[]
A1926528|PL|32-050|Skawina|ul. płk Witolda  Pileckiego[ul. rtm. Witolda Pileckiego]|8||MAŁOPOLSKIE|krakowski[]|Skawina[]
A1926731|PL|31-519|Kraków|ul. ks. kap. hm. Ignacego Jana Skorupki[KS.I.J.SKORUPKI]|11/1||MAŁOPOLSKIE|Kraków|Kraków
A1926896|PL|30-864|Kraków|ul. ks. prał. Mariana  Łaczka[ks.Pr.M.Łaczka]|39||MAŁOPOLSKIE|Kraków|Kraków
A1927795|PL|10-699|Olsztyn|ul. dr Stanisława  Dorantta[S.Dorantta]|24|32|WARMIŃSKO-MAZURSKIE[]|Olsztyn[]|Olsztyn[]
A1929592|PL|31-543|Kraków|ul. płk Francesca  Nulla[P.F.Nullo]|16|8|MAŁOPOLSKIE|Kraków|Kraków
A1930940|PL|83-130|Pelplin|ul. ks. bp Konstantyna  Dominika[Biskupa Dominika]|11||POMORSKIE[]|tczewski[]|Pelplin[]
A1932361|PL|30-010|Kraków|ul. Antoniego  Augustynka Wichury[A.Augustynka-Wichury]|16|16|MAŁOPOLSKIE|Kraków|Kraków
A1932670|PL|20-631|Lublin|ul. Balcera[ul. Pana Balcera]|1|81|LUBELSKIE|Lublin[]|Lublin[]
A1933746|PL|10-450|Olsztyn|al. marsz. Józefa  Piłsudskiego[M.J.Piłsudskiego]|64c||WARMIŃSKO-MAZURSKIE[]|Olsztyn[]|Olsztyn[]
A1934305|PL|02-496|Warszawa|ul. królowej Bony[BONY]|41B||MAZOWIECKIE|Warszawa|Warszawa[BEMOWO]
A1934897|PL|90-135|Łódź|ul. prez. RP Gabriela  Narutowicza[P. Gabriela Narutowicza]|40|1|ŁÓDZKIE[]|Łódź[]|Łódź[]
A1935018|PL|32-084[32-060]|Morawica|[MORAWICA]|306||MAŁOPOLSKIE[]|krakowski[]|Liszki[]
A1935105|PL|81-263|Gdynia|ul. Jana  Dantyszka[Biskupa Jana Dantyszka]|8E|9|POMORSKIE[]|Gdynia[]|Gdynia[]
A1935394|PL|02-796|Warszawa|ul. Stefana  Dembego[S.Dembego]|10|184|MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1936836|PL|87-600|Lipno|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kardynałą Wyszyńskiego]|46a||KUJAWSKO-POMORSKIE[]|lipnowski[]|Lipno[]
A1936859|PL|22-600|Tomaszów Lubelski|ul. Stanisława  Moniuszki[St.Moniuszki]|100||LUBELSKIE[]|tomaszowski[]|Tomaszów Lubelski[]
A1937106|PL|02-781|Warszawa|ul. płk Witolda  Pileckiego[rtm.W.Pileckiego]|69|71|MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1937123|PL|32-040|Świątniki Górne|ul. Franciszka  Bielowicza[Fr.Bielowicza]|49||MAŁOPOLSKIE[]|krakowski[]|Świątniki Górne[]
A1938080|PL|34-325|Łodygowice|ul. ks.   Marszałka[ul.Jana Marszałka]|38||ŚLĄSKIE[]|żywiecki[]|Łodygowice[]
A1938091|PL|38-321|Staszkówka|ul. św. papieża Jana Pawła II[ul. św. Jana Pawła II]|17||MAŁOPOLSKIE[]|gorlicki[]|Moszczenica[]
A1938452|PL|34-300|Żywiec|ul. ks. prał. Stanisława  Słonki[ks. Słonki]|12||ŚLĄSKIE|żywiecki|Żywiec
A1938561|PL|20-631|Lublin|ul. Balcera[ul. Pana Balcera]|8|130|LUBELSKIE[]|Lublin[]|Lublin[]
A1938588|PL|11-730|Mikołajki|ul. bł. ks. Jerzego Aleksandra Popiełuszki[ul. Ks. J. Popiełuszki]|7||WARMIŃSKO-MAZURSKIE|mrągowski|Mikołajki
A1938706|PL|18-200|Wysokie Mazowieckie|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[ul. Kardynała Wyszyńskiego]|8||PODLASKIE|wysokomazowiecki|Wysokie Mazowieckie
A1939101|PL|35-330|Rzeszów|ul. św. Faustyny[ul. Faustyny]|45|4|PODKARPACKIE|Rzeszów|Rzeszów
A1939151|PL|22-470|Zwierzyniec|ul. Wachniewskiej[Aleksandry Wachniewskiej]|15|3|LUBELSKIE[]|zamojski[]|Zwierzyniec[]
A1939552|PL|07-430|Myszyniec|ul. braci   Zeno[ul. Brata Zeno]|25||MAZOWIECKIE[]|ostrołęcki[]|Myszyniec[]
A1940428|PL|41-219[41-200]|Sosnowiec|ul. Franciszka  Jarosza[UL.GENERAŁA FRANCISZKA JAROSZA]|6||ŚLĄSKIE[]|Sosnowiec[]|Sosnowiec[]
A1940489|PL|31-504[31-709]|Kraków|ul. Zygmunta II Augusta[ul. Stanisława Augusta Poniato]|51||MAŁOPOLSKIE|Kraków|Kraków
A1940664|PL|31-138|Kraków|ul. Lenartowicza[ul. Teofila Lenartowicza]|6|8|MAŁOPOLSKIE|Kraków|Kraków
A1940680|PL|44-100|Gliwice|ul. księcia Ziemowita[Ziemowita]|19|7|ŚLĄSKIE|Gliwice|Gliwice
A1940755|PL|38-400|Krosno|ul. Stefana  Batorego[ul. S. Batorego]|29|7|PODKARPACKIE|Krosno|Krosno
A1940762|PL|33-230|Szczucin|ul. Marii  Skłodowskiej Curie[M. C. Skłodowskiej]|15||MAŁOPOLSKIE|dąbrowski|Szczucin
A1941016|PL|20-244|Lublin|ul. gen. Wilhelma  Orlik Rückemanna[ul. Wilhelma Orlika Ruckemana]|4|51|LUBELSKIE|Lublin|Lublin
A1941087|PL|26-300|Opoczno|ul. bł. ks. Jerzego Aleksandra Popiełuszki[ul. Ks. Popiełuszki]|20||ŁÓDZKIE[]|opoczyński[]|Opoczno[]
A1941673|PL|31-709|Kraków|ul. króla Stanisława Augusta Poniatowskiego[ul. St. A. Poniatowskiego]|41||MAŁOPOLSKIE|Kraków|Kraków
A1943572|PL|90-212|Łódź|ul. dr Seweryna  Sterlinga[S.Sterlinga]|27|29|ŁÓDZKIE[]|Łódź[]|Łódź[]
A1943588|PL|87-100|Toruń|ul. księcia Świętopełka[Świętopełka]|15|23|KUJAWSKO-POMORSKIE[]|Toruń[]|Toruń[]
A1944756|PL|30-644|Kraków|ul. Henryka  Kamieńskiego[Gen.Henryka Kamieńskiego]|11||MAŁOPOLSKIE|Kraków|Kraków
A1944847|PL|00-159|Warszawa|ul. gen. Władysława  Andersa[ul. GEN. WŁ. ANDERSA]|13||MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1945463|PL|80-373|Gdańsk|ul. prez. RP Lecha  Kaczyńskiego[Prezydenta Lecha Kaczyńskiego]|6A|1|POMORSKIE[]|Gdańsk[]|Gdańsk[]
A1945632|PL|38-300|Gorlice|ul. Stefana  Żeromskiego[S.Żeromskiego]|22|34|MAŁOPOLSKIE[]|gorlicki[]|Gorlice[]
A1946183|PL|28-305|Sobków|ul. Stanisława  Sobka[St.Sobka]|10||ŚWIĘTOKRZYSKIE|jędrzejowski|Sobków
A1948155|PL|28-200|Staszów|ul. ks. Hugona  Kołłątaja[Hugo Kołłątaja]|4|72|ŚWIĘTOKRZYSKIE|staszowski|Staszów
A1948477|PL|62-025|Kostrzyn|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Prymasa Wyszyńskiego]|23A||WIELKOPOLSKIE[]|poznański[]|Kostrzyn[]
A1948989|PL|32-540|Trzebinia|ul. ks. hm   Luzara[K.H. Luzara]|2||MAŁOPOLSKIE[]|chrzanowski[]|Trzebinia[]
A1949258|PL|31-162|Kraków|ul. ks. Stanisława  Staszica[S.Staszica]|11|11|MAŁOPOLSKIE|Kraków|Kraków
A1949903|PL|30-148|Kraków|ul. Samuela Bogumiła Lindego[S.B.Lindego]|1c||MAŁOPOLSKIE|Kraków|Kraków
A1951304|PL|61-581|Poznań|ul. ks. o. Jakuba  Wujka[ks.Jakuba Wujka]|7|26|WIELKOPOLSKIE[]|Poznań[]|Poznań[]
A1951397|PL|02-940[02-906]|Warszawa|ul. św. Bonifacego[Bonifacego]|90|13|MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1953953|PL|32-040|Świątniki Górne|ul. Franciszka  Bielowicza[Fr.Bielowicza]|79||MAŁOPOLSKIE[]|krakowski[]|Świątniki Górne[]
A1954056|PL|94-118|Łódź|ul. Jasia Małgosi[JASIA I MAŁGOSI]|10||ŁÓDZKIE|Łódź|Łódź
A1954539|PL|30-198|Kraków|ul. prof. Stefana  Myczkowskiego[S.Myczkowskiego]|4|4|MAŁOPOLSKIE|Kraków|Kraków
A1955058|PL|31-235|Kraków|ul. Stefana  Banacha[S.Banacha]|45a|44|MAŁOPOLSKIE|Kraków|Kraków
A1956918|PL|00-546|Warszawa|ul. ks. kap. hm. Ignacego Jana Skorupki[ul. ks. Ignacego Skorupki]|5||MAZOWIECKIE|Warszawa[]|Warszawa[]
A1957145|PL|20-631|Lublin|ul. Balcera[Pana Balcera]|6B|U8|LUBELSKIE[]|Lublin[]|Lublin[]
A1957899|PL|05-825|Grodzisk Mazowiecki|ul. Stefana  Żeromskiego[S.Żeromskiego]|26||MAZOWIECKIE[]|grodziski[]|Grodzisk Mazowiecki[]
A1959660|PL|37-450|Stalowa Wola|ul. bł. ks. Jerzego Aleksandra Popiełuszki[ul. ks. Jerzego Popiełuszki]|10||PODKARPACKIE|stalowowolski[]|Stalowa Wola[]
A1960689|PL|33-240|Żabno|ul. ks. prof. Janusza Stanisława Pasierba[ul. Księdza Pasierba]|12||MAŁOPOLSKIE[]|tarnowski[]|Żabno[]
A1961746|PL|27-530|Ożarów|ul. Stefana  Żeromskiego[ul. S.Żeromskiego]|4||ŚWIĘTOKRZYSKIE[]|opatowski[]|Ożarów[]
A1962276|PL|32-650|Kęty|os. płk Stanisława  Królickiego[os. St. Królickiego]|9|18|MAŁOPOLSKIE[]|oświęcimski[]|Kęty[]
A1962566|PL|38-211[38-200]|Jabłonica||113B||PODKARPACKIE[]|jasielski[]|Skołyszyn[]
A1962611|PL|30-532|Kraków|ul. Dąbrowskiego[ul. Jana Henryka Dąbrowskiego]|20|22|MAŁOPOLSKIE|Kraków|Kraków
A1962796|PL|30-698[30-699]|Golkowice|[GOLKOWICE]|38||MAŁOPOLSKIE|wielicki[KRAKÓW]|Wieliczka[KRAKÓW-PODGÓRZE]
A1962874|PL|34-400|Nowy Targ|ul. św. Anny[ul. Anny]|123||MAŁOPOLSKIE|nowotarski|Nowy Targ
A1962905|PL|09-162[09-152]|Zaborowo|[Zaborowo]|112a||MAZOWIECKIE[]|płoński[]|Naruszewo[]
A1963061|PL|28-300|Jędrzejów|ul. dr Stanisława  Sędka[ul.dr.S.Sędka]|4a||ŚWIĘTOKRZYSKIE[]|jędrzejowski[]|Jędrzejów[]
A1963183|PL|34-730|Mszana Dolna|ul. Jana  Stachury  Adama["ul. Stachury ""Adama"""]|76||MAŁOPOLSKIE|limanowski|Mszana Dolna
A1963767|PL|30-397|Kraków|ul. ks. o. Jakuba  Wujka[ul. Księdza Jakuba Wujka]|15||MAŁOPOLSKIE|Kraków|Kraków
A1963831|PL|32-040|Świątniki Górne|ul. ks. Stanisława  Koniecznego[ul. Ks. St. Koniecznego]|10||MAŁOPOLSKIE[]|krakowski[]|Świątniki Górne[]
A1964079|PL|32-090|Słomniki|ul. św. s. Faustyny[ul. Św. Faustyny]|10|16|MAŁOPOLSKIE[]|krakowski[]|Słomniki[]
A1964895|PL|30-053|Kraków|ul. kronikarza Galla  Anonima[ul. Kronikarza Galla]|4|12|MAŁOPOLSKIE|Kraków|Kraków
A1965055|PL|33-300|Nowy Sącz|ul. św. Kunegundy[ul.Kunegundy]|38|24|MAŁOPOLSKIE[]|Nowy Sącz[]|Nowy Sącz[]
A1965187|PL|31-352|Kraków|ul. ks. Stanisława  Truszkowskiego[Ul. Ks. S. Truszkowskiego]|10K|1|MAŁOPOLSKIE|Kraków|Kraków
A1965327|PL|97-400|Bełchatów|ul. ks. kap. hm. Ignacego Jana Skorupki[ul. Ks. Ignacego Skorupki]|6||ŁÓDZKIE[]|bełchatowski[]|Bełchatów[]
A1966289|PL|32-005|Niepołomice|ul. płk Witolda  Pileckiego[Rotmistrza Witolda Pileckiego]|8||MAŁOPOLSKIE[]|wielicki[]|Niepołomice[]
A1966409|PL|33-113|Zbylitowska Góra[ZBYLITOWSA GÓRA]|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Prymasa Wyszyńskiego]|38B||MAŁOPOLSKIE|tarnowski|Tarnów
A1966503|PL|39-100|Ropczyce|ul. ks. Stanisława  Skorodeckiego[Ks.St.Skorodeckiego]|71||PODKARPACKIE[]|ropczycko-sędziszowski[]|Ropczyce[]
A1966589|PL|33-300|Nowy Sącz|ul. płk Władysława  Beliny Prażmowskiego[Płk.Wł.Beliny-Prażmowskiego]|9||MAŁOPOLSKIE[]|Nowy Sącz[]|Nowy Sącz[]
A1966764|PL|37-600|Dąbków|ul. płk Stanisława  Dąbka[Gen.Stanisłąwa Dąbka]|120||PODKARPACKIE|lubaczowski|Lubaczów
A1969108|PL|34-500|Zakopane|ul. Stefana  Żeromskiego[S.Żeromskiego]|39|3|MAŁOPOLSKIE[]|tatrzański[]|Zakopane[]
A1969117|PL|30-110|Kraków|ul. Józefa Ignacego Kraszewskiego[J.K.Kraszewskiego]|8|6|MAŁOPOLSKIE|Kraków|Kraków
A1970998|PL|20-631|Lublin|ul. Balcera[PANA BALCERA]|12|3|LUBELSKIE|Lublin|Lublin
A1971422|PL|32-410[32-422]|Stadniki||203||MAŁOPOLSKIE[]|myślenicki[]|Dobczyce[]
A1971605|PL|03-778|Warszawa|ul. księcia Ziemowita[ul. Ziemowita]|19||MAZOWIECKIE|Warszawa|Warszawa
A1971642|PL|43-316|Bielsko-Biała[BILESKO-BIAŁA]|al. gen. Władysława  Andersa[Al.Gen.Wł.Andersa]|14||ŚLĄSKIE[]|Bielsko-Biała[]|Bielsko-Biała[]
A1972109|PL|80-364|Gdańsk|ul. prez. RP Lecha  Kaczyńskiego[Prezydenta Lecha Kaczyńskiego]|30A|10|POMORSKIE[]|Gdańsk[]|Gdańsk[]
A1979418|PL|30-053|Kraków|ul. kronikarza Galla  Anonima[Kronikarza Galla]|4|9|MAŁOPOLSKIE|Kraków|Kraków
A1979522|PL|30-038|Kraków|ul. Lenartowicza[Teofila Lenartowicza]|19||MAŁOPOLSKIE|Kraków|Kraków
A1980486|PL|32-040|Ochojno|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Ks. Jerzego Popiełuszki]|27||MAŁOPOLSKIE[]|krakowski[]|Świątniki Górne[]
A1983632|PL|40-132|Katowice|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Ks. Kard. Wyszyńskiego]|7||ŚLĄSKIE[]|Katowice[]|Katowice[]
A1984047|PL|81-402|Gdynia|ul. ks. bp Konstantyna  Dominika[Bp Dominika]|29|12|POMORSKIE[]|Gdynia[]|Gdynia[]
A1984307|PL|02-781|Warszawa|ul. płk Witolda  Pileckiego[Rtm.Witolda Pileckiego]|67|PII|MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1984557|PL|90-229|Łódź|ul. prof. hm. Aleksandra  Kamińskiego  Kamyka[H.Aleksandra Kamińskiego]|23||ŁÓDZKIE[]|Łódź[]|Łódź[]
A1985585|PL|02-781|Warszawa|ul. płk Witolda  Pileckiego[rtm. Witolda Pileckiego]|67|200|MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1986773|PL|22-680|Machnów Nowy|ul. św. papieża Jana Pawła II[ul. św. Jana Pawła II]|14|a|LUBELSKIE[]|tomaszowski[]|Lubycza Królewska[]
A1987725|PL|33-113|Zbylitowska Góra|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[ul. Prymasa Wyszyńskiego]|45||MAŁOPOLSKIE[]|tarnowski[]|Tarnów[]
A1987885|PL|31-504[31-709]|Kraków|ul. Zygmunta II Augusta[ul. Stanisława Augusta Poniato]|21||MAŁOPOLSKIE[]|Kraków[]|Kraków[]
A1988036|PL|15-198|Białystok|ul. Żeleńskiego  Boya[ul. Tadeusza Boya-Żeleńskiego]|57||PODLASKIE[]|Białystok[]|Białystok[]
A1988054|PL|30-397|Kraków|ul. ks. o. Jakuba  Wujka[Ul.Księdza Jakuba wujka]|47||MAŁOPOLSKIE[]|Kraków[]|Kraków[]
A1988172|PL|02-972|Warszawa|ul. kard. prym. Augusta  Hlonda[ul. Prymasa Augusta Hlonda]|2|141|MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1988255|PL|20-425|Lublin|ul. Xawerego  Dunikowskiego[ul. Ksawerego Dunikowskiego]|15|93|LUBELSKIE[]|Lublin[]|Lublin[]
A1988344|PL|31-341|Kraków|ul. gen. Jana W. Kiwerskiego[ul. Gen. Wojciecha Kiwerskiego]|2||MAŁOPOLSKIE[]|Kraków[]|Kraków[]
