Komunikat|ID|Kod|Miejscowość|Ulica|Nr domu|Nr mieszkania|Województwo|Powiat|Gmina
Znaleziono wiele dopasowań [A] 2): 01-067 (ul. Piaskowa/4651141), 05-075 (ul. Piaskowa/4786631 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Piaskowa w Warszawa,  • ul. Piaskowa w Warszawa|A10189|00-800|WARSZAWA|Piaskowa|6|/8/10|ŁÓDZKIE||
Znaleziono wiele dopasowań [A] 2): 01-356, 01-387 (ul. Kryształowa/4661548), 05-077 (ul. Kryształowa/4796025 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Kryształowa w Warszawa,  • ul. Kryształowa w Warszawa|A1880801||WARSZAWA|Kryształowa|33a||||
Znaleziono wiele dopasowań [A] 2): 01-673, 03-774 (ul. Podleśna/4662767), 05-075 (ul. Podleśna/4796034 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Podleśna w Warszawa,  • ul. Podleśna w Warszawa|A311218|30-215|WARSZAWA|Podleśna|61||||
Znaleziono wiele dopasowań [A] 2): 01-716, 01-771, 01-780, 01-785, 01-854, 01-865, 01-876, 01-877 (ul. Broniewskiego Władysława/4654301), 05-075 (ul. Broniewskiego Władysława/4786930 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Władysława Broniewskiego w Warszawa,  • ul. Władysława Broniewskiego w Warszawa|A1943839|07-771|WARSZAWA|Broniewskiego|28||||
Znaleziono wiele dopasowań [A] 2): 01-716, 01-771, 01-780, 01-785, 01-854, 01-865, 01-876, 01-877 (ul. Broniewskiego Władysława/4654301), 05-075 (ul. Broniewskiego Władysława/4786930 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Władysława Broniewskiego w Warszawa,  • ul. Władysława Broniewskiego w Warszawa|A1407399||WARSZAWA|BRONIEWSKIEGO|39/9||||
Znaleziono wiele dopasowań [A] 2): 01-864 (ul. Kochanowskiego Jana/4664032), 05-075 (ul. Kochanowskiego Jana/4787039 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Jana Kochanowskiego w Warszawa,  • ul. Jana Kochanowskiego w Warszawa|A1385902|04-864|WARSZAWA|Kochanowskiego|4|102|||
Znaleziono wiele dopasowań [A] 2): 01-864 (ul. Kochanowskiego Jana/4664032), 05-075 (ul. Kochanowskiego Jana/4787039 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Jana Kochanowskiego w Warszawa,  • ul. Jana Kochanowskiego w Warszawa|A1696640|02-864|WARSZAWA|Kochanowskiego|49a||||
Znaleziono wiele dopasowań [A] 2): 02-022, 02-027, 02-306, 02-307 (ul. Niemcewicza Juliana Ursyna/4645733), 05-075 (ul. Niemcewicza Juliana Ursyna/4805719 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Juliana Ursyna Niemcewicza w Warszawa,  • ul. Juliana Ursyna Niemcewicza w Warszawa|A1602392|00-973|WARSZAWA|ul.Niemcewicza|17||||
Znaleziono wiele dopasowań [A] 2): 02-053 (ul. Reja Mikołaja/4629232), 05-075 (ul. Reja Mikołaja/4795377 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Mikołaja Reja w Warszawa,  • ul. Mikołaja Reja w Warszawa|A1282007|00-922|WARSZAWA|M.Reja|7||||
Znaleziono wiele dopasowań [A] 2): 02-349 (ul. Baśniowa/4629479), 05-075 (ul. Baśniowa/4786602 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Baśniowa w Warszawa,  • ul. Baśniowa w Warszawa|A1617728||WARSZAWA|Baśniowa|3|75|MAZOWIECKIE|WARSZAWA|ŚRÓDMIEŚCIE
Znaleziono wiele dopasowań [A] 2): 02-374 (ul. Orzeszkowej Elizy/4629161), (brak kodu) (ul. Orzeszkowej Elizy/4787052 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Elizy Orzeszkowej w Warszawa,  • ul. Elizy Orzeszkowej w Warszawa|A1791195|00-374|WARSZAWA|E.ORZESZKOWEJ|14|32|MAZOWIECKIE|WARSZAWA|ŚRÓDMIEŚCIE
Znaleziono wiele dopasowań [A] 2): 02-516 (ul. Rejtana Tadeusza/4629998), 05-075 (ul. Rejtana Tadeusza/4786946 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Tadeusza Rejtana w Warszawa,  • ul. Tadeusza Rejtana w Warszawa|A1430170|02-520|WARSZAWA|Rejtana|17||||
Znaleziono wiele dopasowań [A] 2): 02-520, 02-545, 02-563 (ul. Wiśniowa/4629209), 05-075 (ul. Wiśniowa/4787098 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Wiśniowa w Warszawa,  • ul. Wiśniowa w Warszawa|A1343574|02-517|WARSZAWA|Wiśniowa|58||||
Znaleziono wiele dopasowań [A] 2): 02-539, 02-579 (ul. Kwiatowa/4629183), 05-075 (ul. Kwiatowa/4787092 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Kwiatowa w Warszawa,  • ul. Kwiatowa w Warszawa|A1366897|02-663|WARSZAWA|Kwiatowa|23|1|||
Znaleziono wiele dopasowań [A] 2): 02-658 (ul. Sportowa/4629204), 05-075 (ul. Sportowa/4795379 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Sportowa w Warszawa,  • ul. Sportowa w Warszawa|A1610130|05-822|WARSZAWA|Sportowa|3||||
Znaleziono wiele dopasowań [A] 2): 02-708 (ul. Bukowa/4628633), 05-075 (ul. Bukowa/4786730 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Bukowa w Warszawa,  • ul. Bukowa w Warszawa|A1285630|02-703|WARSZAWA|Bukowa|2||||
Znaleziono wiele dopasowań [A] 2): 03-215, 03-301, 03-303, 03-462, 03-463, 03-468, 03-719, 03-721 (ul. Jagiellońska/4645789), 05-075 (ul. Jagiellońska/4804739 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Jagiellońska w Warszawa,  • ul. Jagiellońska w Warszawa|A1226685||WARSZAWA|Jagiellońska|78||||
Znaleziono wiele dopasowań [A] 2): 03-215, 03-301, 03-303, 03-462, 03-463, 03-468, 03-719, 03-721 (ul. Jagiellońska/4645789), 05-075 (ul. Jagiellońska/4804739 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Jagiellońska w Warszawa,  • ul. Jagiellońska w Warszawa|A1365852|00-807|WARSZAWA|Jagiellońska|92||||
Znaleziono wiele dopasowań [A] 2): 03-215, 03-301, 03-303, 03-462, 03-463, 03-468, 03-719, 03-721 (ul. Jagiellońska/4645789), 05-075 (ul. Jagiellońska/4804739 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Jagiellońska w Warszawa,  • ul. Jagiellońska w Warszawa|A1421028|02-766|WARSZAWA|Jagiellońska|80||||
Znaleziono wiele dopasowań [A] 2): 03-215, 03-301, 03-303, 03-462, 03-463, 03-468, 03-719, 03-721 (ul. Jagiellońska/4645789), 05-075 (ul. Jagiellońska/4804739 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Jagiellońska w Warszawa,  • ul. Jagiellońska w Warszawa|A1965969|00-992|WARSZAWA|ul. Jagiellońska|88||MAZOWIECKIE||
Znaleziono wiele dopasowań [A] 2): 04-498 (ul. Grzybowa/4634853), 05-077 (ul. Grzybowa/4787033 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Grzybowa w Warszawa,  • ul. Grzybowa w Warszawa|A1905840|00-855|WARSZAWA|Grzybowa|43/205||||
Znaleziono wiele dopasowań [A] 2): 04-498 (ul. Grzybowa/4634853), 05-077 (ul. Grzybowa/4787033 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Grzybowa w Warszawa,  • ul. Grzybowa w Warszawa|A1844087|00-844|WARSZAWA|GRZYBOWA|87||||
Znaleziono wiele dopasowań [A] 2): 04-691 (ul. Gajowa/4635526), 05-075 (ul. Gajowa/4786612 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Gajowa w Warszawa,  • ul. Gajowa w Warszawa|A1924785|43-254|WARSZAWA|gajowa|17||||
Znaleziono wiele dopasowań [A] 2): 04-994 (ul. Poezji/4650193), 05-077 (ul. Poezji/4796035 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Poezji w Warszawa,  • ul. Poezji w Warszawa|A1479625|01-994|WARSZAWA|ul.Poezji|19||||
Znaleziono wiele dopasowań [A] 2): 04-994 (ul. Poezji/4650193), 05-077 (ul. Poezji/4796035 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Poezji w Warszawa,  • ul. Poezji w Warszawa|A1681199||WARSZAWA|Poezji|12|1|||
Znaleziono wiele dopasowań [A] 2): 04-994 (ul. Poezji/4650193), 05-077 (ul. Poezji/4796035 [Wesoła])/Znaleziono 2 pasujących ulic,  • ul. Poezji w Warszawa,  • ul. Poezji w Warszawa|A1771178||WARSZAWA|ul.Poezji 5/1a|||||
Znaleziono wiele dopasowań [A] 2): 05-075 (ul. Chodkiewicza Jana Karola/4786605 [Wesoła]), 02-593 (ul. Chodkiewicza Jana Karola/4811238)/Znaleziono 2 pasujących ulic,  • ul. Jana Karola Chodkiewicza w Warszawa,  • ul. Jana Karola Chodkiewicza w Warszawa|A1290915|02-525|WARSZAWA|Chodkiewicza|8|4|||
Znaleziono wiele dopasowań [A] 2): 05-075 (ul. Chodkiewicza Jana Karola/4786605 [Wesoła]), 02-593 (ul. Chodkiewicza Jana Karola/4811238)/Znaleziono 2 pasujących ulic,  • ul. Jana Karola Chodkiewicza w Warszawa,  • ul. Jana Karola Chodkiewicza w Warszawa|A1309896|02-525|WARSZAWA|Chodkiewicza|8||||
Znaleziono wiele dopasowań [A] 2): 05-075 (ul. Chodkiewicza Jana Karola/4786605 [Wesoła]), 02-593 (ul. Chodkiewicza Jana Karola/4811238)/Znaleziono 2 pasujących ulic,  • ul. Jana Karola Chodkiewicza w Warszawa,  • ul. Jana Karola Chodkiewicza w Warszawa|A1725646|02-525|WARSZAWA|CHODKIEWICZA|8|13|MAZOWIECKIE|WARSZAWA|MOKOTÓW
Znaleziono wiele dopasowań [A] 2): 30-206, 30-243, 30-250 (ul. Księcia Józefa/4609492), 31-056 (ul. Józefa/4624056)/Znaleziono 2 pasujących ulic,  • ul. Księcia Józefa w Kraków,  • ul. Józefa w Kraków|A1245176|31-055|KRAKÓW|Jozefa|26||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Znaleziono wiele dopasowań [A] 2): 30-206, 30-243, 30-250 (ul. Księcia Józefa/4609492), 31-056 (ul. Józefa/4624056)/Znaleziono 2 pasujących ulic,  • ul. Księcia Józefa w Kraków,  • ul. Józefa w Kraków|A29667|31-055|KRAKOW|Jozefa|26||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Znaleziono wiele dopasowań [A] 2): 30-206, 30-243, 30-250 (ul. Księcia Józefa/4609492), 31-056 (ul. Józefa/4624056)/Znaleziono 2 pasujących ulic,  • ul. Księcia Józefa w Kraków,  • ul. Józefa w Kraków|A1410361||KRAKÓW|ul.Józefa|36||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Znaleziono wiele dopasowań [A] 2): 30-206, 30-243, 30-250 (ul. Księcia Józefa/4609492), 31-056 (ul. Józefa/4624056)/Znaleziono 2 pasujących ulic,  • ul. Księcia Józefa w Kraków,  • ul. Józefa w Kraków|A1443887||KRAKÓW|ks.Józefa|365||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Znaleziono wiele dopasowań [A] 2): 30-206, 30-243, 30-250 (ul. Księcia Józefa/4609492), 31-056 (ul. Józefa/4624056)/Znaleziono 2 pasujących ulic,  • ul. Księcia Józefa w Kraków,  • ul. Józefa w Kraków|A1308444||KRAKÓW|Ks.Józefa|355|2|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Znaleziono wiele dopasowań [A] 2): 31-408 (ul. Sadowa/4624820), 31-542 (ul. Sądowa/4627536)/Znaleziono 2 pasujących ulic,  • ul. Sadowa w Kraków,  • ul. Sądowa w Kraków|A8557|31-271|KRAKÓW|UL. SĄDOWA|1|105|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Znaleziono wiele dopasowań [A] 2): 31-588 (ul. Podleska/4615770), 30-865 (ul. Podłęska/4623098)/Znaleziono 2 pasujących ulic,  • ul. Podleska w Kraków,  • ul. Podłęska w Kraków|A1769324|31-865|KRAKÓW|PODŁĘSKA|7|43|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Znaleziono wiele dopasowań [A] 2): 31-588 (ul. Podleska/4615770), 30-865 (ul. Podłęska/4623098)/Znaleziono 2 pasujących ulic,  • ul. Podleska w Kraków,  • ul. Podłęska w Kraków|A1979372|30-866|KRAKÓW|PODŁĘSKA|3|18|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Znaleziono wiele dopasowań [A] 2): 41-208 (ul. Rynek/4694332), 41-208 (ul. Biskupa św. Stanisława/4709966)/Znaleziono 2 pasujących ulic,  • ul. Rynek w Sosnowiec,  • ul. św. Stanisława Biskupa w Sosnowiec|A1416688|41-200|SOSNOWIEC|ul.|1|64/120|||
Znaleziono wiele dopasowań [A] 2): 41-208 (ul. Rynek/4694332), 41-208 (ul. Biskupa św. Stanisława/4709966)/Znaleziono 2 pasujących ulic,  • ul. Rynek w Sosnowiec,  • ul. św. Stanisława Biskupa w Sosnowiec|A1391445|41-219|SOSNOWIEC|Ul.|11|137/25|||
Znaleziono wiele dopasowań [A] 2): 43-250, 43-251 (ul. Polna/4699811), (brak kodu) (ul. Polna/4618877)/Znaleziono 2 pasujących ulic,  • ul. Polna w Pawłowice,  • ul. Polna w Pawłowice|A1402634|44-268|PAWŁOWICE|Polna|24d|1|||
Znaleziono wiele dopasowań [A] 2): 65-120 (ul. Kokosowa/4570641), 66-015 (ul. Kokosowa/4762050 [Przylep])/Znaleziono 2 pasujących ulic,  • ul. Kokosowa w Zielona Góra,  • ul. Kokosowa w Zielona Góra|A1251711|65-001|ZIELONA GÓRA|Kokosowa|41|1|LUBUSKIE|ZIELONA GÓRA|ZIELONA GÓRA
Znaleziono wiele dopasowań [A] 2): 65-412 (ul. Przemysłowa/4571665), (brak kodu) (ul. Przemysłowa/4762236 [Stary Kisielin])/Znaleziono 2 pasujących ulic,  • ul. Przemysłowa w Zielona Góra,  • ul. Przemysłowa w Zielona Góra|A1309206|65-950|ZIELONA GÓRA|Przemysłowa|6||||
Znaleziono wiele dopasowań [A] 2): 65-412 (ul. Przemysłowa/4571665), (brak kodu) (ul. Przemysłowa/4762236 [Stary Kisielin])/Znaleziono 2 pasujących ulic,  • ul. Przemysłowa w Zielona Góra,  • ul. Przemysłowa w Zielona Góra|A1405580|65-950|ZIELONA GÓRA|Przemysłowa|6||||
Znaleziono wiele dopasowań [A] 2): 65-507 (ul. Sowia/4583521), 66-004 (ul. Sowia/4762117 [Drzonków])/Znaleziono 2 pasujących ulic,  • ul. Sowia w Zielona Góra,  • ul. Sowia w Zielona Góra|A1780248|65-001|Zielona Góra|Sowia|25||||
Znaleziono wiele dopasowań [A] 2): 67-200 (ul. Głogowskiego Henryka/4567097), 67-200 (ul. Głogowskiego Przemysława/4859663)/Znaleziono 2 pasujących ulic,  • ul. Henryka Głogowskiego w Głogów,  • ul. Przemysława Głogowskiego w Głogów|A1328268|67-200|GŁOGÓW|P.Głogowskiego|12||DOLNOŚLĄSKIE|GŁOGOWSKI|GŁOGÓW
Znaleziono wiele dopasowań [A] 3): (brak kodu) (ul. Lipowa/4750831), (brak kodu) (ul. Lipowa/4689000), (brak kodu) (ul. Lipowa/4843101)/Znaleziono 3 pasujących ulic,  • ul. Lipowa w Łazy,  • ul. Lipowa w Łazy,  • ul. Lipowa w Łazy|A1697032|76-032|ŁAZY|Lipowa|2|1|||
Znaleziono wiele dopasowań [A] 3): (brak kodu) (ul. Marszałka/4649815), (brak kodu) (ul. Rondo/4655472), (brak kodu) (ul. Rynek/4850441)/Znaleziono 3 pasujących ulic,  • ul. Marszałka w Dębica,  • ul. Rondo w Dębica,  • ul. Rynek w Dębica|A1414285|39-200|DĘBICA|Ul.|3|12/1|||
Znaleziono wiele dopasowań [A] 3): (brak kodu) (ul. Ogrodowa/4725259), (brak kodu) (ul. Ogrodowa/4671885), (brak kodu) (ul. Ogrodowa/4856320)/Znaleziono 3 pasujących ulic,  • ul. Ogrodowa w Chałupki,  • ul. Ogrodowa w Chałupki,  • ul. Ogrodowa w Chałupki|A1708289|37-420|Chałupki|Ogrodowa|10||||
Znaleziono wiele dopasowań [A] 3): (brak kodu) (ul. Ogrodowa/4725259), (brak kodu) (ul. Ogrodowa/4671885), (brak kodu) (ul. Ogrodowa/4856320)/Znaleziono 3 pasujących ulic,  • ul. Ogrodowa w Chałupki,  • ul. Ogrodowa w Chałupki,  • ul. Ogrodowa w Chałupki|A1712353|37-420|Chałupki|Ogrodowa|22||||
Znaleziono wiele dopasowań [A] 3): (brak kodu) (ul. Osiedle/4632901), 33-100 (ul. Rynek/4819696), 33-100 (ul. Marszałka Księdza Jana/4835116)/Znaleziono 3 pasujących ulic,  • ul. Osiedle w Tarnów,  • ul. Rynek w Tarnów,  • ul. Księdza Jana Marszałka w Tarnów|A1391122|33-101|TARNÓW|Ul.|11|13|||
Znaleziono wiele dopasowań [A] 3): (brak kodu) (ul. Parkowa/4638089), (brak kodu) (ul. Parkowa/4735605), (brak kodu) (ul. Parkowa/4721018)/Znaleziono 3 pasujących ulic,  • ul. Parkowa w Biała,  • ul. Parkowa w Biała,  • ul. Parkowa w Biała|A1384916|42-100|BIAŁA|Parkowa|5||||
Znaleziono wiele dopasowań [A] 3): (brak kodu) (ul. Piaskowa/4573315), (brak kodu) (ul. Piaskowa/4713967), (brak kodu) (ul. Piaskowa/4707790)/Znaleziono 3 pasujących ulic,  • ul. Piaskowa w Jankowice,  • ul. Piaskowa w Jankowice,  • ul. Piaskowa w Jankowice|A1691167|31-551|Jankowice|Piaskowa|18||||
Znaleziono wiele dopasowań [A] 3): (brak kodu) (ul. Rynek/4683599), (brak kodu) (ul. Króla por. Tadeusza/4695688), (brak kodu) (rondo Króla płk. pil. Wacława/4789882)/Znaleziono 3 pasujących ulic,  • ul. Rynek w Sandomierz,  • ul. por. Tadeusza Króla w Sandomierz,  • rondo płk. pil. Wacława Króla w Sandomierz|A1205383|27-600|SANDOMIERZ|T.Króla|4|45|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Znaleziono wiele dopasowań [A] 3): (brak kodu) (ul. Rynek/4683599), (brak kodu) (ul. Króla por. Tadeusza/4695688), (brak kodu) (rondo Króla płk. pil. Wacława/4789882)/Znaleziono 3 pasujących ulic,  • ul. Rynek w Sandomierz,  • ul. por. Tadeusza Króla w Sandomierz,  • rondo płk. pil. Wacława Króla w Sandomierz|A1368147|27-600|SANDOMIERZ|por. T. Króla|4|62|ŚWIĘTOKRZYSKIE||
Znaleziono wiele dopasowań [A] 3): (brak kodu) (ul. Rynek/4683599), (brak kodu) (ul. Króla por. Tadeusza/4695688), (brak kodu) (rondo Króla płk. pil. Wacława/4789882)/Znaleziono 3 pasujących ulic,  • ul. Rynek w Sandomierz,  • ul. por. Tadeusza Króla w Sandomierz,  • rondo płk. pil. Wacława Króla w Sandomierz|A1396110|27-600|SANDOMIERZ|T. Króla|10|5|||
Znaleziono wiele dopasowań [A] 3): (brak kodu) (ul. Rynek/4683599), (brak kodu) (ul. Króla por. Tadeusza/4695688), (brak kodu) (rondo Króla płk. pil. Wacława/4789882)/Znaleziono 3 pasujących ulic,  • ul. Rynek w Sandomierz,  • ul. por. Tadeusza Króla w Sandomierz,  • rondo płk. pil. Wacława Króla w Sandomierz|A1465181|27-600|SANDOMIERZ|Por. T. Króla|4|62|ŚWIĘTOKRZYSKIE|SANDOMIERSKI|SANDOMIERZ
Znaleziono wiele dopasowań [A] 3): (brak kodu) (ul. Rynek/4683599), (brak kodu) (ul. Króla por. Tadeusza/4695688), (brak kodu) (rondo Króla płk. pil. Wacława/4789882)/Znaleziono 3 pasujących ulic,  • ul. Rynek w Sandomierz,  • ul. por. Tadeusza Króla w Sandomierz,  • rondo płk. pil. Wacława Króla w Sandomierz|A1781611|27-600|Sandomierz|Por. T. Króla|1|99|||
Znaleziono wiele dopasowań [A] 3): (brak kodu) (ul. Szkolna/4588014), (brak kodu) (ul. Szkolna/4753532), (brak kodu) (ul. Szkolna/4745827)/Znaleziono 3 pasujących ulic,  • ul. Szkolna w Sokolniki,  • ul. Szkolna w Sokolniki,  • ul. Szkolna w Sokolniki|A1802053|39-432|Sokolniki|Szkolna|13||||
Znaleziono wiele dopasowań [A] 3): (brak kodu) (ul. Szkolna/4588014), (brak kodu) (ul. Szkolna/4753532), (brak kodu) (ul. Szkolna/4745827)/Znaleziono 3 pasujących ulic,  • ul. Szkolna w Sokolniki,  • ul. Szkolna w Sokolniki,  • ul. Szkolna w Sokolniki|A1461962|39-432|SOKOLNIKI|Szkolna|12||||
Znaleziono wiele dopasowań [A] 3): (brak kodu) (ul. Szkolna/4588014), (brak kodu) (ul. Szkolna/4753532), (brak kodu) (ul. Szkolna/4745827)/Znaleziono 3 pasujących ulic,  • ul. Szkolna w Sokolniki,  • ul. Szkolna w Sokolniki,  • ul. Szkolna w Sokolniki|A1467160|39-432|SOKOLNIKI|Szkolna|12||||
Znaleziono wiele dopasowań [A] 3): 01-517, 01-551, 01-562, 01-616, 01-625, 01-650 (ul. Mickiewicza Adama/4651085), 05-075 (ul. Mickiewicza Adama/4795424 [Wesoła]), (brak kodu) (skwer Mickiewicza Adama/4823786)/Znaleziono 3 pasujących ulic,  • ul. Adama Mickiewicza w Warszawa,  • ul. Adama Mickiewicza w Warszawa,  • skwer Adama Mickiewicza w Warszawa|A1750784|30-059|WARSZAWA|Al. Mickiewicza|30||||
Znaleziono wiele dopasowań [A] 3): 01-517, 01-551, 01-562, 01-616, 01-625, 01-650 (ul. Mickiewicza Adama/4651085), 05-075 (ul. Mickiewicza Adama/4795424 [Wesoła]), (brak kodu) (skwer Mickiewicza Adama/4823786)/Znaleziono 3 pasujących ulic,  • ul. Adama Mickiewicza w Warszawa,  • ul. Adama Mickiewicza w Warszawa,  • skwer Adama Mickiewicza w Warszawa|A1764644|30-059|WARSZAWA|Al.Mickiewicza|30||||
Znaleziono wiele dopasowań [A] 3): 01-819, 01-825, 01-831, 01-846, 01-857, 01-861, 01-882, 01-887 (ul. Żeromskiego Stefana/4662680), 05-075 (ul. Żeromskiego Stefana/4787213 [Wesoła]), (brak kodu) (park Żeromskiego Stefana/4800686)/Znaleziono 3 pasujących ulic,  • ul. Stefana Żeromskiego w Warszawa,  • ul. Stefana Żeromskiego w Warszawa,  • park Stefana Żeromskiego w Warszawa|A1473210|01-837|WARSZAWA|Żeromskiego|3|50|||
Znaleziono wiele dopasowań [A] 3): 31-588 (ul. Osiedle/4614843), 31-802 (ul. Króla Wacława/4622396), 31-422 (ul. Majora Jakuba/4623857)/Znaleziono 3 pasujących ulic,  • ul. Osiedle w Kraków,  • ul. Wacława Króla w Kraków,  • ul. Jakuba Majora w Kraków|A6208|31-416|Kraków|Majora|1|45|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Znaleziono wiele dopasowań [A] 3): 31-588 (ul. Osiedle/4614843), 31-802 (ul. Króla Wacława/4622396), 31-422 (ul. Majora Jakuba/4623857)/Znaleziono 3 pasujących ulic,  • ul. Osiedle w Kraków,  • ul. Wacława Króla w Kraków,  • ul. Jakuba Majora w Kraków|A1194212|31-008|KRAKÓW|Rynek Gł.|25||ŁÓDZKIE|WIELUŃSKI|WIERZCHLAS
Znaleziono wiele dopasowań [A] 3): 31-588 (ul. Osiedle/4614843), 31-802 (ul. Króla Wacława/4622396), 31-422 (ul. Majora Jakuba/4623857)/Znaleziono 3 pasujących ulic,  • ul. Osiedle w Kraków,  • ul. Wacława Króla w Kraków,  • ul. Jakuba Majora w Kraków|A1199228|31-010|KRAKÓW|Rynek|Gł.30|42|ŁÓDZKIE|WIELUŃSKI|WIERZCHLAS
Znaleziono wiele dopasowań [A] 3): 31-588 (ul. Osiedle/4614843), 31-802 (ul. Króla Wacława/4622396), 31-422 (ul. Majora Jakuba/4623857)/Znaleziono 3 pasujących ulic,  • ul. Osiedle w Kraków,  • ul. Wacława Króla w Kraków,  • ul. Jakuba Majora w Kraków|A1244683|31-472|KRAKÓW|Majora|5|45|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Znaleziono wiele dopasowań [A] 3): 31-588 (ul. Osiedle/4614843), 31-802 (ul. Króla Wacława/4622396), 31-422 (ul. Majora Jakuba/4623857)/Znaleziono 3 pasujących ulic,  • ul. Osiedle w Kraków,  • ul. Wacława Króla w Kraków,  • ul. Jakuba Majora w Kraków|A1200039|31-042|KRAKÓW|Rynek Gł.|10||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Znaleziono wiele dopasowań [A] 3): 31-588 (ul. Osiedle/4614843), 31-802 (ul. Króla Wacława/4622396), 31-422 (ul. Majora Jakuba/4623857)/Znaleziono 3 pasujących ulic,  • ul. Osiedle w Kraków,  • ul. Wacława Króla w Kraków,  • ul. Jakuba Majora w Kraków|A1232508|31-008|KRAKÓW|Rynek|Gł.14||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Znaleziono wiele dopasowań [A] 3): 31-588 (ul. Osiedle/4614843), 31-802 (ul. Króla Wacława/4622396), 31-422 (ul. Majora Jakuba/4623857)/Znaleziono 3 pasujących ulic,  • ul. Osiedle w Kraków,  • ul. Wacława Króla w Kraków,  • ul. Jakuba Majora w Kraków|A1287800|31-010|KRAKÓW|Rynek Gł.|30||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Znaleziono wiele dopasowań [A] 3): 31-588 (ul. Osiedle/4614843), 31-802 (ul. Króla Wacława/4622396), 31-422 (ul. Majora Jakuba/4623857)/Znaleziono 3 pasujących ulic,  • ul. Osiedle w Kraków,  • ul. Wacława Króla w Kraków,  • ul. Jakuba Majora w Kraków|A1325982|31-042|KRAKÓW|Rynek Gł.|7|5|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Znaleziono wiele dopasowań [A] 3): 31-588 (ul. Osiedle/4614843), 31-802 (ul. Króla Wacława/4622396), 31-422 (ul. Majora Jakuba/4623857)/Znaleziono 3 pasujących ulic,  • ul. Osiedle w Kraków,  • ul. Wacława Króla w Kraków,  • ul. Jakuba Majora w Kraków|A1395160|31-868|KRAKÓW|Os.|2|ego 1|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Znaleziono wiele dopasowań [A] 3): 31-588 (ul. Osiedle/4614843), 31-802 (ul. Króla Wacława/4622396), 31-422 (ul. Majora Jakuba/4623857)/Znaleziono 3 pasujących ulic,  • ul. Osiedle w Kraków,  • ul. Wacława Króla w Kraków,  • ul. Jakuba Majora w Kraków|A1413647|31-868|KRAKÓW|Os.|2-|nicze|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Znaleziono wiele dopasowań [A] 3): 31-588 (ul. Osiedle/4614843), 31-802 (ul. Króla Wacława/4622396), 31-422 (ul. Majora Jakuba/4623857)/Znaleziono 3 pasujących ulic,  • ul. Osiedle w Kraków,  • ul. Wacława Króla w Kraków,  • ul. Jakuba Majora w Kraków|A1369488|31-870|KRAKÓW|os.|2|ego 4|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Znaleziono wiele dopasowań [A] 3): 31-588 (ul. Osiedle/4614843), 31-802 (ul. Króla Wacława/4622396), 31-422 (ul. Majora Jakuba/4623857)/Znaleziono 3 pasujących ulic,  • ul. Osiedle w Kraków,  • ul. Wacława Króla w Kraków,  • ul. Jakuba Majora w Kraków|A1369973|31-867|KRAKÓW|os.|2|ego 3|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
