Komunikat|ID|Kod|Miejscowość|Ulica|Nr domu|Nr mieszkania|Województwo|Powiat|Gmina
Numer domu jest wymagany|A1279512|44-247|ŻORY|os. Pawlikowskiego 1 A/3|||||
Numer domu jest wymagany|A1279511||STAFFORD|11104 West Airport|||||
Numer domu jest wymagany|A1278894|32-087|ZIELONKI||||||
Numer domu jest wymagany|A1279928|32-049|CZUBROWICE153||||||
Numer domu jest wymagany|A1277213||ARMII KRAJOWEJ 4/5|Głogów|||||
Numer domu jest wymagany|A1363830|32-420|GDÓW||||||
Numer domu jest wymagany|A1277346|22-671|NOWINY||||LUBELSKIE||
Numer domu jest wymagany|A1363895|32-410|BIEŃKOWICE 32||||||
Numer domu jest wymagany|A1364002|95-045|PARZECZEW||||||
Numer domu jest wymagany|A1364003|05-870|RADZIKÓW||||||
Numer domu jest wymagany|A1280018|65-364|ZIELONA GÓRA|Kożuchowska 21b/I|||LUBUSKIE|ZIELONA GÓRA|ZIELONA GÓRA
Numer domu jest wymagany|A1372303|28-100|BUSKO ZDRÓJ||||ŚWIĘTOKRZYSKIE||
Numer domu jest wymagany|A1285041|33-101|TARNÓW|Chemiczna|||||
Numer domu jest wymagany|A1285086||RYBNIK|Przemysłowa|||||
Numer domu jest wymagany|A1285175|32-065|NAWOJOWA GÓRA||||MAŁOPOLSKIE||
Numer domu jest wymagany|A1285222|41-960|PYRZOWICE||||||
Numer domu jest wymagany|A1279861||WROCŁAW|-|||||
Numer domu jest wymagany|A1288641|38-223|ZAŁĘŻE||||||
Numer domu jest wymagany|A1287257|34-385|RYCERKA GÓRNA||||||
Numer domu jest wymagany|A1285870|96-500|KUZNOCIN 88A||||||
Numer domu jest wymagany|A1285878|34-300|ŻYWIEC||||||
Numer domu jest wymagany|A1285447|41-500|CHORZÓW||||||
Numer domu jest wymagany|A1372387|30-718|KRAKÓW||||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Numer domu jest wymagany|A1279732||WARSZAWA|-|||||
Numer domu jest wymagany|A1279820|32-721|KOBYLE 302 ST.WIŚNICZ||||||
Numer domu jest wymagany|A1291066|54-500|FRANCJA|2 rue Jean Lamour|||||
Numer domu jest wymagany|A1291154||SOFIA 1574|67 Shipchensky Prohod St.|||||
Numer domu jest wymagany|A1291193|12-100|SZCZYTNO|Karpele 13A Strefa|||||
Numer domu jest wymagany|A1290204|87-134|ZŁAWIEŚ WIELKA||||||
Numer domu jest wymagany|A1290212|32-089|BIAŁY KOŚCIÓŁ 69||||||
Numer domu jest wymagany|A1368672|43-360|MSZANA RZEMIEŚLNICZA11||||||
Numer domu jest wymagany|A6193|00-000|KRAKÓW|Zakątek|||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Numer domu jest wymagany|A1286757|09-110|BOLĘCIN K/PŁOCKA|-|||||
Numer domu jest wymagany|A1286773|43-300|BIELSKO-BIAŁA|3 Maja||9a|||
Numer domu jest wymagany|A1287938|85-828|BYGDOSZCZ|Wojska Plskiego|||||
Numer domu jest wymagany|A1288119|05-311|OSTRÓW KANIA||||||
Numer domu jest wymagany|A1288189|62-510|KONIN||||||
Numer domu jest wymagany|A1288199|32-566|KWACZAŁA||||||
Numer domu jest wymagany|A1288205|00-901|WARSZAWA|Palac Kultury i Nauki|||||
Numer domu jest wymagany|A1290299|32-088|OWCZARY 62||||||
Numer domu jest wymagany|A1290334|37-610|NAROL||||PODKARPACKIE||
Numer domu jest wymagany|A1282650|97-140|KOLUSZKI|11 Listopada||65|||
Numer domu jest wymagany|A1293807|32-091|GÓRNA WIEŚ||||||
Numer domu jest wymagany|A1372420|32-800|BRZESKO||||MAŁOPOLSKIE||
Numer domu jest wymagany|A1292713|32-566|KAMIONKI 4||||||
Numer domu jest wymagany|A1292733|32-566|PODŁĘŻE 47||||||
Numer domu jest wymagany|A1372285|28-300|JĘDRZEJÓW||||ŚWIĘTOKRZYSKIE||
Numer domu jest wymagany|A1372286|34-730|MSZANA DOLNA||||MAŁOPOLSKIE||
Numer domu jest wymagany|A1369181|38-458|CHORKÓWKA||||||
Numer domu jest wymagany|A1289256|37-750|DUBIECKO||||||
Numer domu jest wymagany|A1289269|32-067|TENCZYNEK||||||
Numer domu jest wymagany|A1289293|32-445|KRZYSZKOWICE||||MAŁOPOLSKIE||
Numer domu jest wymagany|A1295241|27-320|RAJ||||||
Numer domu jest wymagany|A1293370|32-060|KASZÓW||||||
Numer domu jest wymagany|A1293485|33-100|TARNÓW||||||
Numer domu jest wymagany|A1294743|28-300|ŁĄCZYN||||||
Numer domu jest wymagany|A1294744|27-620|GÓRY WYSOKIE||||ŚWIĘTOKRZYSKIE||
Numer domu jest wymagany|A1294800|27-400|MIKŁÓW||||||
Numer domu jest wymagany|A1294810|27-670|CHODKÓW NOWY||||||
Numer domu jest wymagany|A1294812|32-400|JAWORNIK||||MAŁOPOLSKIE||
Numer domu jest wymagany|A1294844|39-230|WOLA BRZOSTECKA||||PODKARPACKIE||
Numer domu jest wymagany|A1294848|38-481|POSADA GÓRNA||||PODKARPACKIE||
Numer domu jest wymagany|A1294851|38-200|ŁASKI||||||
Numer domu jest wymagany|A1294852|32-841|RUDA KAMERALNA||||||
Numer domu jest wymagany|A1293893|38-222|DZIELEC||||PODKARPACKIE||
Numer domu jest wymagany|A1293499|39-430|TURBIA||||||
Numer domu jest wymagany|A1293534|32-020|ZABAWA||||||
Numer domu jest wymagany|A1293559|38-450|ZBOISKA||||||
Numer domu jest wymagany|A1293562|38-222|DZIELEC||||PODKARPACKIE||
Numer domu jest wymagany|A1293564|27-620|SŁUPCZA||||||
Numer domu jest wymagany|A1293569|34-404|MORAWCZYNA||||||
Numer domu jest wymagany|A1293719|28-300|ŁĄCZYN||||||
Numer domu jest wymagany|A1293742|38-459|PIOTRÓWKA||||PODKARPACKIE||
Numer domu jest wymagany|A1293749|28-400|BOGUCICE||||||
Numer domu jest wymagany|A1293956|39-300|WOLA MIELECKA||||||
Numer domu jest wymagany|A1293957|32-218|ŚLADÓW||||MAŁOPOLSKIE||
Numer domu jest wymagany|A1293959|28-500|PAŚMIECHY||||||
Numer domu jest wymagany|A1293962|37-452|CHWAŁOWICE||||||
Numer domu jest wymagany|A1293965|32-400|POLANKA||||||
Numer domu jest wymagany|A1293970|27-400|SARNÓWEK||||||
Numer domu jest wymagany|A1293972|37-714|TRÓJCZYCE||||PODKARPACKIE||
Numer domu jest wymagany|A1293977|39-451|SKOPANIE OSIEDLE||||PODKARPACKIE||
Numer domu jest wymagany|A1293982|28-506|KOLOSY||||||
Numer domu jest wymagany|A1293986|33-318|PRZYDONICA||||MAŁOPOLSKIE||
Numer domu jest wymagany|A1293988|34-103|WOŹNIKI||||MAŁOPOLSKIE||
Numer domu jest wymagany|A1293997|32-085|MODLNICA||||||
Numer domu jest wymagany|A1294007|32-700|PROSZÓWKI||||MAŁOPOLSKIE||
Numer domu jest wymagany|A1294022|32-060|KRYSPINÓW 1||||||
Numer domu jest wymagany|A1294032|32-086|DZIEKANOWICE||||||
Numer domu jest wymagany|A1294037|28-366|ŻARCZYCE DUŻE||||||
Numer domu jest wymagany|A1294051|38-483|MILCZA||||PODKARPACKIE||
Numer domu jest wymagany|A1294100|37-632|NOWY DZIKÓW||||PODKARPACKIE||
Numer domu jest wymagany|A1295190|32-566|KWACZAŁA||||MAŁOPOLSKIE||
Numer domu jest wymagany|A1295192|26-200|POMYKÓW||||ŚWIĘTOKRZYSKIE||
Numer domu jest wymagany|A1372490|21-509|KODEŃ||||LUBELSKIE||
Numer domu jest wymagany|A1295215|62-411|SZETLEW||||||
Numer domu jest wymagany|A1295234|34-350|CIĘCINA||||ŚLĄSKIE||
Numer domu jest wymagany|A1288995|30-901|KRAKÓW||||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Numer domu jest wymagany|A1289053|32-067|TENCZYNEK 514||||||
Numer domu jest wymagany|A1297471|32-800|BRZESKO|Solskiego|||||
Numer domu jest wymagany|A1294427|32-100|ZIELONA||||||
Numer domu jest wymagany|A1371993|34-713|SKAWA|Skawa|||||
Numer domu jest wymagany|A1295401|26-050|TUMLIN DĄBRÓWKA||||||
Numer domu jest wymagany|A1371427|27-400|OSTROWIEC ŚW.|os. Rosochy|||||
Numer domu jest wymagany|A1294237|28-131|ZBORÓW||||||
Numer domu jest wymagany|A1294243|33-230|ŚWIDRÓWKA||||||
Numer domu jest wymagany|A1294249|32-061|PRZEGINIA DUCHOWNA||||||
Numer domu jest wymagany|A1294251|32-765|ŁAZY||||MAŁOPOLSKIE||
Numer domu jest wymagany|A1294264|33-163|RZEPIENNIK BISKUPI||||||
Numer domu jest wymagany|A1294301|36-024|BRZEZÓWKA||||PODKARPACKIE||
Numer domu jest wymagany|A1294316|27-532|MIERZANOWICE||||ŚWIĘTOKRZYSKIE||
Numer domu jest wymagany|A1294319|28-500|GORZKÓW||||ŚWIĘTOKRZYSKIE||
Numer domu jest wymagany|A1294357|32-712|ZATOKA||||||
Numer domu jest wymagany|A1294361|32-566|KWACZAŁA||||MAŁOPOLSKIE||
Numer domu jest wymagany|A1294368|39-434|SOKOLNIKI||||PODKARPACKIE||
Numer domu jest wymagany|A1294422|32-420|ZALESIANY||||||
Numer domu jest wymagany|A1291422|32-300|WITERADÓW||||MAŁOPOLSKIE||
Numer domu jest wymagany|A1294466|32-010|SULECHÓW||||||
Numer domu jest wymagany|A1291438|38-460|DOBIESZYN||||PODKARPACKIE||
Numer domu jest wymagany|A1295245|38-222|DULĄBKA||||PODKARPACKIE||
Numer domu jest wymagany|A1295248|37-406|ZARZECZE||||||
Numer domu jest wymagany|A1295253|27-415|JANIK||||||
Numer domu jest wymagany|A1295333|32-400|DROGINIA||||MAŁOPOLSKIE||
Numer domu jest wymagany|A1295346|32-015|TARGOWISKO||||MAŁOPOLSKIE||
Numer domu jest wymagany|A1295349|38-300|ROPICA POLSKA||||MAŁOPOLSKIE||
Numer domu jest wymagany|A1295353|38-430|ROGI||||||
Numer domu jest wymagany|A1295387|28-300|LUDWINÓW||||ŚWIĘTOKRZYSKIE||
Numer domu jest wymagany|A1295417|28-300|ŁASAKÓW KAWĘCZYŃSKI||||||
Numer domu jest wymagany|A1295432|32-720|POŁOM DUŻY||||||
Numer domu jest wymagany|A1295433|37-100|DĘBINA||||||
Numer domu jest wymagany|A1295438|28-300|ŁĄCZYN||||||
Numer domu jest wymagany|A1295439|32-015|TARGOWISKO||||MAŁOPOLSKIE||
Numer domu jest wymagany|A1295486|34-316|BUJAKÓW||||ŚLĄSKIE||
Numer domu jest wymagany|A1295520|27-620|BOŻYDAR||||||
Numer domu jest wymagany|A1295525|32-740|UBRZEŻ||||MAŁOPOLSKIE||
Numer domu jest wymagany|A1297077|44-207|RYBNIK|ul, Podmiejska|||||
Numer domu jest wymagany|A1298882|76-024|STRZEKĘCINO 12||||||
Numer domu jest wymagany|A1299220|32-540|TRZEBINIA|Piła Kościelecka|||||
Numer domu jest wymagany|A1298860||KRAKÓW|Dywizjonu 303 44/43|||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Numer domu jest wymagany|A1297227|44-101|GLIWICE|Sowińskiego|||||
Numer domu jest wymagany|A1297313|33-316|ROŻNÓW 460||||||
Numer domu jest wymagany|A1372109|34-734|KASINKA MAŁA|Kasinka Mała|||||
Numer domu jest wymagany|A1295060|33-100|TARNÓW||||||
Numer domu jest wymagany|A1294898|32-765|OSTRÓW KRÓLEWSKI||||||
Numer domu jest wymagany|A1294925|37-413|HUCISKO||||||
Numer domu jest wymagany|A1294966|28-530|SZARBIA||||||
Numer domu jest wymagany|A1294993|30-698|SWOSZOWICE||||||
Numer domu jest wymagany|A1295021|32-400|JAWORNIK 360||||||
Numer domu jest wymagany|A1295042|27-440|BASZKOWICE||||||
Numer domu jest wymagany|A1295071|32-040|RZESZOTARY||||MAŁOPOLSKIE||
Numer domu jest wymagany|A1295072|30-149|RZĄSKA||||||
Numer domu jest wymagany|A1295079|28-520|KRZCZONÓW||||||
Numer domu jest wymagany|A1295085|33-340|ŁAZY BIEGONICKIE||||||
Numer domu jest wymagany|A1295088|37-630|STARE OLESZYCE||||PODKARPACKIE||
Numer domu jest wymagany|A1298337|02-234|WARSZAWA|Działkowa 121 A|||||
Numer domu jest wymagany|A1292895|30-090|POLANOWICE 74||||||
Numer domu jest wymagany|A1294130|32-765|OSTRÓW KRÓLEWSKI||||||
Numer domu jest wymagany|A1294138|38-300|STRÓŻÓWKA||||MAŁOPOLSKIE||
Numer domu jest wymagany|A1294174|32-500|LUSZOWICE||||MAŁOPOLSKIE||
Numer domu jest wymagany|A1373975|34-700|RABKA-PONICE||||||
Numer domu jest wymagany|A1301565|32-044|WIELMOŻA 221||||||
Numer domu jest wymagany|A1301833|32-065|KRZESZOWICE|Kościuszki|||||
Numer domu jest wymagany|A1374025|34-210|ZEMBRZYCE||||||
Numer domu jest wymagany|A1298688|34-400|NOWY TARG|Konfederacji Tatrzańskiej|||||
Numer domu jest wymagany|A1298709|62-403|KOSEWO||||||
Numer domu jest wymagany|A1296180|46-040|JEDLICZE||||||
Numer domu jest wymagany|A1376347|03-540|WARSZAWA||||||
Numer domu jest wymagany|A1299546|32-552|PŁAZA|Kruczkowskiego|||||
Numer domu jest wymagany|A1298245|32-500|KADŁUBEK25B/1||||||
Numer domu jest wymagany|A1299612|33-340|BIAŁA NIŻNA 504||||||
Numer domu jest wymagany|A1299650|32-031|MOGILANY 403||||||
Numer domu jest wymagany|A1299664|32-640|LASKOWA 29||||||
Numer domu jest wymagany|A1299447|32-556|GROJEC 130|-|||||
Numer domu jest wymagany|A1299449|32-556|REGULICE 403|-|||||
Numer domu jest wymagany|A1299451|32-551|BABICE|-|||||
Numer domu jest wymagany|A1299466|32-065|WOLA FILIPOWSKA 445||||||
Numer domu jest wymagany|A1299476|32-556|REGULICE 144|-|||||
Numer domu jest wymagany|A1299483|34-601|KOSZARY 178||||||
Numer domu jest wymagany|A1300960||BRUKSELA|-|||||
Numer domu jest wymagany|A1301070|93-005|ŁÓDŹ||||||
Numer domu jest wymagany|A1297609|32-014|ŁYSOKANIE 75||||||
Numer domu jest wymagany|A1305961|34-371|UJSOŁY||||||
Numer domu jest wymagany|A1305966|34-335|KRZYŻOWA||||||
Numer domu jest wymagany|A1305967|34-371|UJSOŁY||||||
Numer domu jest wymagany|A1305060|32-413|ZEGARTOWICE 104||||||
Numer domu jest wymagany|A1376299|97-200|TOMASZÓW MAZ.|ul.Milenijna 38/40|||||
Numer domu jest wymagany|A1377058|41-214|SOSNOWIEC|ul. Stalowa|||||
Numer domu jest wymagany|A1302415|32-021|KOŹMICE WIELKIE||||||
Numer domu jest wymagany|A1303656|16-400|SUWAŁKI|Legielska||74|||
Numer domu jest wymagany|A1303688||OSTROWIEC ŚWIĘTORZYSKI|-|||||
Numer domu jest wymagany|A1303706|39-434|SOKOLNIKI||||||
Numer domu jest wymagany|A1303732|32-442|KRZYWACZKA 182||||||
Numer domu jest wymagany|A1303744|49-200|GRODKÓW|Kosyniwerów|||||
Numer domu jest wymagany|A-1303745|39-205|PUSTKÓW 274A||||||
Numer domu jest wymagany|A1305425|32-447|SIEPRAW 724||||||
Numer domu jest wymagany|A1197844||KRAKÓW|n|||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Numer domu jest wymagany|A1298172|32-060|LISZKI||||||
Numer domu jest wymagany|A1298086|38-612|SOLINA 51||||||
Numer domu jest wymagany|A1309324|32-433|KRZECZÓW 122||||||
Numer domu jest wymagany|A1309331|32-410|SKRZYNKA||||||
Numer domu jest wymagany|A1309368|37-500|JAROSŁAW||||||
Numer domu jest wymagany|A1307670|38-122|BRAUNSWEIG|theodor-heuss-str.4|||||
Numer domu jest wymagany|A1307921|32-088|GARLICZKA||||||
Numer domu jest wymagany|A1379711|09-100|PŁOŃSK|u.Warszawska|||||
Numer domu jest wymagany|A1379714|65-124|ZIELONA GÓRA|ul. Kmicica|||||
Numer domu jest wymagany|A1294185||KRAKÓW|Nieznana|||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Numer domu jest wymagany|A1305701|33-370|MUSZYNA||||||
Numer domu jest wymagany|A1305761||USA|n|||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Numer domu jest wymagany|A1304534|97-213|SMARDZEWICE||||||
Numer domu jest wymagany|A1306609|32-020|WIELICZKA||||||
Numer domu jest wymagany|A1310981|38-200|NIEGŁOWICE|||53|||
Numer domu jest wymagany|A1382170|32-060|LISZKI 416||||||
Numer domu jest wymagany|A1306218|43-113|PASZKÓWKA 90|-|||||
Numer domu jest wymagany|A1306309|26-624|MAZOWSZANY 42||||||
Numer domu jest wymagany|A1308274|32-020|CZARNOCHOWICE 206||||||
Numer domu jest wymagany|A1311063|42-242|RĘDZINY||||||
Numer domu jest wymagany|A1304002|32-854|PORĄBKA USZEWSKA 340||||MAŁOPOLSKIE||
Numer domu jest wymagany|A1304174|43-603|JAWORZNO||||||
Numer domu jest wymagany|A1318524||SHEFFILD|Mappin Street|||||
Numer domu jest wymagany|A1305154|32-047|OJCÓW||||||
Numer domu jest wymagany|A1305413|43-400|CIESZYN PUŃCÓW 320|-|||||
Numer domu jest wymagany|A1316309|11-111|PIOTROWICE||||||
Numer domu jest wymagany|A1386309|32-020|ŁAZANY||||||
Numer domu jest wymagany|A1315750|32-086|WĘGRZCE 404||||||
Numer domu jest wymagany|A1316420|97-406|ROGOWIEC||||||
Numer domu jest wymagany|A1319985|32-094|ZABORZE 23||||||
Numer domu jest wymagany|A1388556|27-230|ZĘBIEC K/STARACHOWIC||||||
Numer domu jest wymagany|A1309426|32-082|KOBYLANY 20|-|||||
Numer domu jest wymagany|ZA1261465||KRAKÓW|lewa|||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Numer domu jest wymagany|A1309462|32-650|KĘTY|oś.Nad Sołą|||||
Numer domu jest wymagany|A1309490|70-467|SZCZECIN||||||
Numer domu jest wymagany|A1319238|37-450|STALOWA WOLA|Mickiewicza|||PODKARPACKIE|STALOWOWOLSKI|STALOWA WOLA
Numer domu jest wymagany|A1388651|58-500|JELENIA GÓRA|ul.Wyczółkowskiego|||||
Numer domu jest wymagany|A1312743|39-120|SĘDZISZÓW MAŁOPOLSKI||||||
Numer domu jest wymagany|A1316180|32-084|MNIKÓW 259||||||
Numer domu jest wymagany|A1316503|34-721|ROKICINY PODH.32||||||
Numer domu jest wymagany|A1316640||HOLANDIA|n|||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Numer domu jest wymagany|A1320651||TARNÓW|BITWY O WAŁ POM.|||||
Numer domu jest wymagany|A1323575|72-400|TRZEBIESZEWO 43||||||
Numer domu jest wymagany|A1321946|00-921|WARSZAWA||||||
Numer domu jest wymagany|A1321995|32-070|CZERNICHÓW|Wołowice|||||
Numer domu jest wymagany|A1322159||LONDYN|Great Marlborough Street|||||
Numer domu jest wymagany|A1390837|43-210|TARNAWA DOLNA 377||||||
Numer domu jest wymagany|A1390842|38-200|OSOBNICA 949||||||
Numer domu jest wymagany|A1390843|38-123|WYSOKA STRZYŻOWSKA 325||||||
Numer domu jest wymagany|A1390852|33-156|SKRZYSZÓW 393||||||
Numer domu jest wymagany|A1390854|39-225|JODŁOWA 32||||||
Numer domu jest wymagany|A1390855|43-251|PAWŁOWICE|ul. Ludowego Wojska Polskiego|||||
Numer domu jest wymagany|A1390858|33-220|SAMOCICE 226||||||
Numer domu jest wymagany|A1390864|26-035|NOWA HUTA 71||||||
Numer domu jest wymagany|A1390872|38-246|SZERZYNY 496||||||
Numer domu jest wymagany|A1390878|32-085|GIEBUŁTÓW 62||||||
Numer domu jest wymagany|A1390880|37-625|KROWICA HOŁODOWSKA 78||||||
Numer domu jest wymagany|A1390882|32-825|BORZĘCIN 930||||||
Numer domu jest wymagany|A1390883|21-220|TULNIKI 10||||||
Numer domu jest wymagany|A1390887|37-500|WIERZBNA 242||||||
Numer domu jest wymagany|A1390891|62-560|SKULSKA WIEŚ 43||||||
Numer domu jest wymagany|A1390894|34-606|JADAMWOLA 49||||||
Numer domu jest wymagany|A1390899|32-708|DZIEWIN 146||||||
Numer domu jest wymagany|A1390974|37-700|PRZEMYŚL||||||
Numer domu jest wymagany|A1313970|40-144|KATOWICE|józefowska|||||
Numer domu jest wymagany|A1324631|32-551|BABICE|-|||||
Numer domu jest wymagany|A1324649|02-228|WARSZAWA||||||
Numer domu jest wymagany|A1324659|28-400|BOGUCICE 54||||ŚWIĘTOKRZYSKIE||
Numer domu jest wymagany|A1324673|32-065|WOLA FILIPOWSKA||||||
Numer domu jest wymagany|A1324767|39-450|BARANÓW SANDOMIERSKI||||||
Numer domu jest wymagany|A1922108|02-715|WARSZAWA|Villa Metro Wilanowska|||||
Numer domu jest wymagany|A1322681|32-700|BOCHNIA|Konstytucji 3 Maja 27/9|||||
Numer domu jest wymagany|A1322745|95-200|BYCHLEW 106A||||||
Numer domu jest wymagany|A1322875||WARSZAWA|17 Stycznia|||||
Numer domu jest wymagany|A1324956|42-345|PODLESICE K/KROCZYC|Podlesice|||||
Numer domu jest wymagany|A1328919|32-065|FILIPOWICE||||||
Numer domu jest wymagany|A1328934|32-864|GNOJNIK 528|-|||||
Numer domu jest wymagany|A1327451|99-320|KACZKOWIZNA 8||||||
Numer domu jest wymagany|A1327482|32-002|WĘGRZCE WIELKIE 394||||||
Numer domu jest wymagany|A1327481|72-600|ŚWINOUJŚCIE|Matejki 37 D/31|||||
Numer domu jest wymagany|A1327615|32-060|KRYSPINÓW1||||||
Numer domu jest wymagany|A1393516|32-340|GOŁACZEWY KOL. PIASKI 67||||||
Numer domu jest wymagany|A1325948|30-298|GŁOGOWIEC 76||||||
Numer domu jest wymagany|A1330826|28-221|OSSALA||||||
Numer domu jest wymagany|A1329998|31-630|KRAKÓW||||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Numer domu jest wymagany|A1393380|32-126|ZOFIPOLE 122||||||
Numer domu jest wymagany|A1393388|32-060|KASZÓW 361||||||
Numer domu jest wymagany|A1393389|22-463|ZABURZE 104A||||||
Numer domu jest wymagany|A1393397|36-200|GÓRKI 144||||||
Numer domu jest wymagany|A1393398|32-020|KOŹMICE WIELKIE 114||||||
Numer domu jest wymagany|A1393403|38-207|PRZYSIEKI 127/-||||||
Numer domu jest wymagany|A1393410|32-051|KRZĘCIN 15||||||
Numer domu jest wymagany|A1393415|38-535|TYRAWA WOŁOSKA 53||||||
Numer domu jest wymagany|A1393420|38-333|ZAGÓRZANY 623||||||
Numer domu jest wymagany|A1393433|32-084|MNIKÓW 173||||||
Numer domu jest wymagany|A1393443|33-395|BICZYCE DOLNE 93||||||
Numer domu jest wymagany|A1393444|32-020|BISKUPICE 119||||||
Numer domu jest wymagany|A1393474|32-250|CISZOWICE 9||||||
Numer domu jest wymagany|A1393491|32-040|WRZĄSOWICE 73||||||
Numer domu jest wymagany|A1393507|37-124|KRACZKOWA 1589||||||
Numer domu jest wymagany|A1393511|34-106|SKAWCE 178||||||
Numer domu jest wymagany|A1393514|37-100|DĄBRÓWKI 136A||||||
Numer domu jest wymagany|A1330471|32-050|SKAWINA||||||
Numer domu jest wymagany|A1324501|98-285|TUBĄDZIN 31|-|||||
Numer domu jest wymagany|A1326218|32-566|ALWERNIA|Podłęże|||||
Numer domu jest wymagany|A1330661|33-100|TARNÓW||||||
Numer domu jest wymagany|A1326995|34-115|RYCZOW ŁĄCZANY 785||||||
Numer domu jest wymagany|A1330824|34-602|LASKOWA||||||
Numer domu jest wymagany|A1330649|35-510|RZESZÓW||||||
Numer domu jest wymagany|A1330658|72-410|KŁĘBY||||||
Numer domu jest wymagany|A1330663|39-300|MIELEC||||||
Numer domu jest wymagany|A1330665|37-450|STALOWA WOLA||||||
Numer domu jest wymagany|A1330666|35-111|RZESZÓW||||||
Numer domu jest wymagany|A1330684|32-447|SIEPRAW||||||
Numer domu jest wymagany|A1330685|33-380|KRYNICA ZDRÓJ||||||
Numer domu jest wymagany|A1330688|28-500|KAZIMIERZA WIELKA||||||
Numer domu jest wymagany|A1330779|32-020|SUŁKÓW 222||||||
Numer domu jest wymagany|A1330789|43-100|TYCHY||||||
Numer domu jest wymagany|A1330791|37-100|SONINA||||||
Numer domu jest wymagany|A1330792|39-100|ROPCZYCE||||||
Numer domu jest wymagany|A1330794|25-437|KIELCE||||||
Numer domu jest wymagany|A1330795|34-360|MILÓWKA||||||
Numer domu jest wymagany|A1330797|43-100|TYCHY||||||
Numer domu jest wymagany|A1330800|32-300|ZEDERMAN||||||
Numer domu jest wymagany|A1330802|26-600|RADOM||||||
Numer domu jest wymagany|A1330808|37-450|STALOWA WOLA||||||
Numer domu jest wymagany|A1330811|32-800|BRZESKO||||||
Numer domu jest wymagany|A1330812|32-840|ZAKLICZYN||||||
Numer domu jest wymagany|A1330814|34-600|LIMANOWA||||||
Numer domu jest wymagany|A1330815|38-200|JASŁO||||||
Numer domu jest wymagany|A1330816|34-120|ANDRYCHÓW||||||
Numer domu jest wymagany|A1330817|35-085|RZESZÓW||||||
Numer domu jest wymagany|A1330818|36-050|SOKOŁOW MŁP.||||||
Numer domu jest wymagany|A1330819|32-087|BIBICE||||||
Numer domu jest wymagany|A1330820|07-409|OSTROŁĘKA||||||
Numer domu jest wymagany|A1330822|38-483|WRÓBLIK KRÓLEWSKI||||||
Numer domu jest wymagany|A1330827|23-400|BIŁGORAJ||||||
Numer domu jest wymagany|A1330829|36-220|ORZECHÓWKA||||||
Numer domu jest wymagany|A1330831|33-330|GRYBÓW||||||
Numer domu jest wymagany|A1330837|32-500|CHRZANÓW||||||
Numer domu jest wymagany|A1330838|32-085|SZYCE||||||
Numer domu jest wymagany|A1330840|32-200|MIECHÓW||||||
Numer domu jest wymagany|A1330841|34-623|SZCZYRZYC||||||
Numer domu jest wymagany|A1330842|34-608|KAMIENICA||||||
Numer domu jest wymagany|A1330810|30-619|KRAKÓW||||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Numer domu jest wymagany|A1330844|33-300|NOWY SĄCZ||||||
Numer domu jest wymagany|A1330846|32-052|RADZISZÓW||||||
Numer domu jest wymagany|A1312368|34-114|BRZEŹNICA||||||
Numer domu jest wymagany|A1330853|33-100|TARNÓW||||||
Numer domu jest wymagany|A1330854|33-100|TARNÓW||||||
Numer domu jest wymagany|A1330856|43-200|PSZCZYNA||||||
Numer domu jest wymagany|A1330859|23-420|RÓŻANIEC SZKOŁA||||||
Numer domu jest wymagany|A1320335|60-196|ROOM||||||
Numer domu jest wymagany|A1320429|32-083|BURÓW 24||||||
Numer domu jest wymagany|A1330474|28-230|POŁANIEC||||||
Numer domu jest wymagany|A1330552|34-330|TRZEBINIA||||||
Numer domu jest wymagany|A1330449|39-230|BRZOSTEK||||||
Numer domu jest wymagany|A1330453|15-156|BIAŁYSTOK||||||
Numer domu jest wymagany|A1330456|35-604|RZESZÓW||||||
